ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,10312006 23:00,106.1,58,64,51,59,61,62,61,61,59,61,56,59,61,69,56,61,55,69,55,62,63,63,54,58,57
1,1112006 0:00,94.1,57,63,49,57,61,58,64,61,54,59,55,61,61,68,55,61,54,68,55,62,62,61,55,59,57
1,1112006 1:00,85.7,56,63,50,56,59,59,63,61,59,57,55,61,61,69,55,60,52,67,54,61,60,59,55,58,56
1,1112006 2:00,82.5,54,63,48,54,59,59,62,59,59,55,54,61,61,68,55,60,48,66,50,61,60,57,54,55,56
1,1112006 3:00,82.5,53,63,45,51,59,59,61,55,59,55,56,59,61,68,54,59,48,66,52,59,60,59,54,55,55
1,1112006 4:00,83,52,63,45,52,55,60,61,54,59,55,51,57,59,68,53,58,52,64,54,57,59,59,52,56,53
1,1112006 5:00,87.5,51,63,45,48,54,58,60,54,55,55,53,55,55,66,51,58,52,61,52,59,60,59,52,55,54
1,1112006 6:00,99.8,51,63,44,49,54,57,59,55,59,55,53,52,55,67,50,56,52,63,52,58,58,59,50,53,55
1,1112006 7:00,119.8,50,63,43,50,54,57,57,54,59,54,52,50,55,65,51,59,48,61,48,56,60,59,52,52,54
1,1112006 8:00,118,50,64,44,52,59,61,63,61,59,59,55,54,61,67,55,62,52,67,55,61,62,64,57,55,58
1,1112006 9:00,108.4,50,72,53,60,66,67,69,66,61,64,61,63,66,69,62,65,59,70,57,68,64,70,64,61,63
1,1112006 10:00,104.1,61,77,59,65,72,71,73,70,64,72,66,68,70,70,68,68,66,72,64,70,66,73,72,66,67
1,1112006 11:00,103.1,67,77,64,69,75,75,76,73,66,75,69,72,77,71,70,72,72,74,70,72,67,73,75,71,71
1,1112006 12:00,104.5,71,79,67,73,77,76,77,77,68,77,72,73,77,74,72,76,72,71,72,75,69,73,77,73,73
1,1112006 13:00,103.7,74,79,69,74,77,77,76,77,68,77,72,75,77,74,75,78,72,71,73,77,68,73,77,74,74
1,1112006 14:00,105.4,75,81,71,74,79,76,77,77,66,77,74,79,79,70,75,79,72,72,73,77,69,72,77,75,75
1,1112006 15:00,106.5,76,82,69,74,77,76,77,77,66,77,75,79,79,70,74,77,72,73,75,77,68,72,77,76,76
1,1112006 16:00,107.9,76,77,69,71,77,74,74,77,66,77,74,77,77,70,73,73,72,71,73,74,67,72,77,74,75
1,1112006 17:00,111.8,76,72,66,69,70,69,71,73,64,72,71,72,73,70,69,71,72,68,72,69,65,72,73,70,67
1,1112006 18:00,124.8,72,66,65,64,66,63,67,66,64,64,68,70,68,69,63,68,68,66,68,66,62,64,64,66,60
1,1112006 19:00,135,68,64,62,66,68,62,65,64,63,64,64,68,68,71,62,67,63,65,66,65,60,64,63,66,58
1,1112006 20:00,131.4,66,63,61,63,64,64,64,64,61,64,63,70,66,70,62,65,64,66,66,63,59,66,61,65,57
1,1112006 21:00,126.9,65,70,60,63,63,64,62,63,59,64,62,66,64,70,59,64,61,67,66,62,58,66,57,65,60
1,1112006 22:00,118.4,64,72,59,59,63,64,61,63,59,64,62,63,63,70,58,61,55,67,64,60,59,66,64,65,62
1,1112006 23:00,105.4,63,66,58,58,63,63,61,63,59,64,63,64,61,69,62,59,55,66,63,60,58,64,64,64,62
1,1122006 0:00,92.9,62,64,57,57,61,62,61,63,59,63,60,66,63,69,61,59,55,65,59,59,59,64,64,63,62
1,1122006 1:00,84.1,61,64,57,62,61,57,61,63,59,61,63,64,63,69,61,59,55,63,59,59,59,63,63,62,62
1,1122006 2:00,79.9,60,64,57,61,57,58,61,63,59,61,63,63,63,68,61,58,63,63,59,60,56,61,61,61,60
1,1122006 3:00,79.8,59,64,57,60,55,60,61,61,55,61,61,63,63,64,61,58,59,61,59,58,58,61,59,59,61
1,1122006 4:00,80.1,59,64,53,59,59,59,61,59,54,59,59,61,63,64,60,58,59,63,59,54,60,61,59,59,59
1,1122006 5:00,83.7,58,63,50,57,57,60,57,59,46,58,58,59,63,62,59,57,55,62,55,55,58,59,57,58,59
1,1122006 6:00,94.8,58,64,47,54,55,59,57,59,45,57,58,59,61,63,57,59,55,61,52,59,59,59,55,56,56
1,1122006 7:00,114.1,57,63,45,54,55,61,56,55,43,55,57,55,63,64,58,57,57,60,48,61,61,57,55,54,53
1,1122006 8:00,115,57,64,44,58,61,62,61,59,41,61,55,61,63,66,60,63,57,63,50,64,61,61,57,57,58
1,1122006 9:00,107.8,57,64,45,62,64,64,65,63,41,63,55,63,61,66,59,67,59,64,52,66,59,63,63,61,61
1,1122006 10:00,104.4,65,63,45,63,68,65,67,68,41,66,56,63,61,66,59,68,61,68,52,69,55,66,64,59,66
1,1122006 11:00,104.3,70,63,46,63,70,60,68,70,41,68,57,63,61,67,59,71,63,71,52,69,54,68,68,63,65
1,1122006 12:00,105.6,73,63,45,65,70,56,69,70,42,70,57,64,61,67,61,72,63,70,54,70,53,66,68,63,65
1,1122006 13:00,104.9,75,63,45,64,72,55,69,70,43,68,58,63,61,63,62,71,63,71,55,70,55,63,68,64,56
1,1122006 14:00,103.7,76,63,47,63,72,59,66,70,45,63,59,63,63,61,62,72,63,69,55,71,55,61,68,65,55
1,1122006 15:00,103.6,64,63,48,63,72,57,65,70,45,61,58,63,63,60,61,74,61,70,55,69,55,61,66,62,56
1,1122006 16:00,103.7,62,63,48,61,70,56,61,68,44,59,57,61,61,59,59,70,59,63,54,65,55,59,64,61,57
1,1122006 17:00,111.4,58,57,46,55,66,54,57,64,43,57,54,57,55,57,55,67,57,58,52,60,55,54,61,58,56
1,1122006 18:00,131.2,54,54,43,51,63,51,57,61,41,55,51,55,54,57,48,61,52,56,48,57,54,54,57,54,48
1,1122006 19:00,147.4,50,52,41,47,61,47,54,59,39,54,49,48,52,56,44,59,50,55,47,55,54,48,54,51,52
1,1122006 20:00,150.9,49,52,41,48,59,47,52,55,37,54,47,48,50,56,45,57,48,55,46,53,53,46,52,50,50
1,1122006 21:00,151.6,56,52,40,45,55,42,49,52,37,50,46,48,46,56,43,55,46,52,46,52,53,52,50,48,48
1,1122006 22:00,145.3,56,52,38,45,54,41,48,52,36,48,43,46,46,56,43,53,45,50,45,51,52,48,48,47,46
1,1122006 23:00,136.1,55,52,37,41,52,42,48,50,34,48,42,46,45,55,42,51,43,50,43,49,50,48,48,45,44
1,1132006 0:00,125.7,54,52,37,43,50,42,48,46,34,46,40,45,45,55,42,49,41,50,41,48,50,47,46,44,42
1,1132006 1:00,119.8,45,48,36,42,46,46,48,45,34,43,40,45,43,54,42,48,39,50,39,46,49,46,45,42,41
1,1132006 2:00,117.8,41,47,34,41,45,46,46,43,32,41,38,43,42,54,40,46,39,48,37,45,48,45,45,41,38
1,1132006 3:00,120.9,40,46,34,39,45,45,45,41,31,41,35,41,41,54,39,45,39,46,37,44,46,43,43,40,41
1,1132006 4:00,125.8,39,44,32,35,45,44,43,40,29,37,36,37,40,52,38,43,39,44,36,43,44,41,41,39,39
1,1132006 5:00,133.4,37,43,32,34,43,43,42,39,28,37,34,36,39,51,35,42,38,45,36,42,43,41,39,38,38
1,1132006 6:00,152.3,34,41,31,33,41,41,40,37,27,37,34,34,37,51,33,42,38,44,34,41,42,37,36,34,34
1,1132006 7:00,176.9,35,37,30,34,41,41,40,37,25,37,33,30,37,49,30,41,38,43,34,39,41,36,34,33,34
1,1132006 8:00,177.4,39,43,31,38,43,41,42,41,27,39,36,36,41,50,36,42,37,45,36,42,43,41,39,38,39
1,1132006 9:00,158.7,43,46,33,41,45,45,45,45,30,45,39,43,43,50,41,45,41,48,37,45,44,45,43,42,43
1,1132006 10:00,146.3,46,48,36,44,48,46,46,46,34,46,41,45,45,51,43,48,43,49,39,48,43,46,46,45,45
1,1132006 11:00,136.3,48,49,38,47,50,48,48,48,36,48,42,46,45,52,44,50,45,50,43,49,45,48,48,47,46
1,1132006 12:00,128.4,50,50,41,48,50,49,49,50,37,50,44,48,46,51,46,52,46,50,45,51,46,48,50,48,48
1,1132006 13:00,120.9,51,52,43,49,52,49,51,52,39,50,47,48,50,51,48,53,48,51,45,52,46,48,52,48,48
1,1132006 14:00,113.9,52,54,45,50,54,50,50,52,39,52,48,52,50,51,49,53,47,51,46,52,46,47,52,49,49
1,1132006 15:00,113.5,52,54,45,51,54,50,50,52,39,52,48,52,50,50,48,54,45,51,48,52,46,47,52,50,50
1,1132006 16:00,116.2,52,54,44,50,52,48,49,52,37,50,48,52,50,49,49,53,44,50,48,51,46,47,52,49,49
1,1132006 17:00,127.8,50,48,42,48,50,45,47,48,37,48,46,50,46,47,44,50,42,46,46,48,44,46,48,47,46
1,1132006 18:00,156.2,43,43,38,41,43,43,43,41,37,43,44,43,43,46,36,45,41,41,43,44,43,43,43,43,39
1,1132006 19:00,176.3,37,39,35,43,41,42,42,39,36,37,42,37,37,46,33,42,37,40,39,44,43,39,36,39,35
1,1132006 20:00,179.2,44,37,34,40,37,42,37,37,36,36,40,36,37,46,31,39,36,41,36,40,43,36,36,35,34
1,1132006 21:00,182,44,36,33,37,34,41,35,36,34,36,33,34,36,46,29,38,37,42,36,35,43,36,34,33,33
1,1132006 22:00,184.9,42,36,33,32,36,33,36,36,34,36,37,32,32,46,28,37,32,42,37,36,44,34,32,31,31
1,1132006 23:00,180.1,41,36,31,34,34,32,34,34,34,34,38,32,37,46,29,37,31,38,32,36,43,34,30,31,31
1,1142006 0:00,173.3,39,36,28,34,32,31,35,34,34,32,36,30,37,46,34,37,30,40,32,36,44,30,30,32,30
1,1142006 1:00,166.3,38,36,27,34,32,37,35,34,34,30,35,32,36,46,35,34,27,40,30,34,44,30,30,32,29
1,1142006 2:00,162.7,35,36,26,33,32,39,34,32,30,30,32,30,36,47,35,34,27,39,28,33,43,30,28,32,31
1,1142006 3:00,163.1,34,36,25,29,32,37,32,32,30,30,31,34,34,46,32,33,27,38,28,33,42,30,30,32,28
1,1142006 4:00,164.7,32,36,25,29,32,37,36,32,28,32,31,32,34,47,31,32,27,35,28,30,42,34,28,31,29
1,1142006 5:00,170.2,31,36,23,31,34,37,35,32,28,32,29,36,32,47,30,32,25,35,27,32,42,30,30,29,28
1,1142006 6:00,176.9,30,36,24,30,34,36,35,30,28,32,29,36,32,47,30,33,28,35,27,33,42,30,28,29,28
1,1142006 7:00,184.6,29,37,22,28,34,36,34,30,27,32,29,36,32,47,31,33,27,37,27,33,42,34,28,30,30
1,1142006 8:00,191.5,29,41,26,31,37,39,36,32,30,36,31,37,36,49,34,38,30,43,28,36,44,36,34,33,32
1,1142006 9:00,184.8,29,45,30,38,39,43,39,37,34,41,34,39,37,50,37,43,37,48,34,40,44,41,39,38,38
1,1142006 10:00,170.9,39,48,36,42,45,45,43,41,37,45,39,43,43,50,41,47,43,49,39,45,44,45,43,41,44
1,1142006 11:00,156.4,44,52,41,45,48,48,47,46,41,46,42,46,45,52,43,50,45,50,43,50,47,46,46,45,45
1,1142006 12:00,143.4,48,52,44,47,50,49,49,50,45,48,45,46,46,50,45,52,46,50,45,50,46,48,48,46,47
1,1142006 13:00,133.1,51,53,47,50,52,50,50,52,46,50,46,48,50,52,47,53,48,51,45,51,46,52,50,48,48
1,1142006 14:00,125.2,52,54,49,51,54,49,51,52,46,52,48,52,50,52,49,54,50,52,45,53,47,54,52,50,49
1,1142006 15:00,122.2,53,55,50,51,54,49,51,52,46,52,49,52,50,51,50,54,52,52,46,53,46,54,52,50,49
1,1142006 16:00,122.9,53,54,49,51,54,48,51,52,45,50,48,52,50,50,49,53,52,50,46,52,47,54,52,50,49
1,1142006 17:00,131.2,53,52,46,49,50,44,47,48,41,48,46,50,46,48,43,50,50,46,46,48,44,46,48,47,46
1,1142006 18:00,156.8,48,43,42,45,43,42,43,43,37,43,43,43,43,47,37,44,41,43,43,46,42,41,39,41,38
1,1142006 19:00,172.8,42,41,38,43,39,42,39,39,36,37,41,39,41,48,35,41,36,42,37,43,41,37,36,37,35
1,1142006 20:00,178,34,39,36,42,37,41,37,37,36,36,38,37,37,48,34,39,34,40,37,40,39,36,34,36,33
1,1142006 21:00,180.5,32,39,35,38,37,41,37,37,36,34,35,36,36,48,32,38,30,41,37,38,38,36,32,34,33
1,1142006 22:00,179.7,30,37,31,40,36,41,39,36,34,36,33,34,36,48,30,37,30,40,34,37,36,34,30,33,31
1,1142006 23:00,173,29,36,29,38,34,41,34,34,30,34,32,34,36,49,28,35,28,39,32,37,36,34,30,31,30
1,1152006 0:00,166.3,29,36,29,31,32,41,35,32,30,32,30,32,36,49,28,35,28,39,30,35,36,34,28,30,31
1,1152006 1:00,161.5,33,36,27,33,32,41,35,32,30,30,31,30,36,49,27,35,28,38,30,34,37,30,28,29,29
1,1152006 2:00,160.4,27,36,27,34,32,41,33,32,34,30,30,30,34,49,27,33,27,38,28,32,33,30,28,28,30
1,1152006 3:00,160.8,27,34,26,31,32,40,35,32,30,30,29,28,32,50,25,34,27,38,28,30,36,30,27,28,29
1,1152006 4:00,163.5,27,34,26,25,30,41,35,30,32,30,28,28,34,50,26,33,27,38,28,31,33,30,27,27,28
1,1152006 5:00,168.5,25,34,24,28,30,40,36,30,30,30,27,28,30,50,25,32,27,39,27,34,33,30,25,26,28
1,1152006 6:00,175.1,25,32,23,28,32,40,36,30,27,30,27,28,30,50,24,32,27,40,27,34,34,30,25,27,27
1,1152006 7:00,181.1,27,34,23,29,34,40,36,30,27,28,27,27,28,51,25,33,25,41,27,33,35,28,25,27,27
1,1152006 8:00,189.2,36,39,26,31,39,43,41,34,34,36,30,30,36,53,31,39,30,46,32,38,43,36,30,31,33
1,1152006 9:00,185.6,43,45,30,38,45,49,45,41,36,43,38,39,41,55,40,45,37,51,37,44,48,45,39,40,41
1,1152006 10:00,169.1,50,52,36,45,50,53,51,50,41,48,44,48,46,57,46,52,45,55,43,51,51,48,46,46,46
1,1152006 11:00,147.1,54,57,43,48,54,56,55,52,46,51,48,50,50,58,48,55,48,58,46,56,51,54,50,48,50
1,1152006 12:00,129.5,55,57,48,51,55,56,56,55,52,54,49,52,54,58,49,59,52,59,48,58,51,55,52,50,52
1,1152006 13:00,120.1,59,59,51,52,59,57,57,55,54,55,51,54,55,57,51,59,54,59,50,60,52,57,54,52,52
1,1152006 14:00,116.1,53,61,53,53,61,57,58,59,54,57,53,55,55,58,52,61,54,59,54,60,52,59,55,55,54
1,1152006 15:00,114.2,54,63,54,55,61,56,59,61,54,57,53,57,55,57,53,62,55,58,54,62,52,59,57,55,55
1,1152006 16:00,113.4,54,63,54,55,59,53,59,59,52,57,53,57,55,56,53,61,55,57,54,62,50,59,57,55,54
1,1152006 17:00,118,57,57,51,54,54,50,55,55,46,54,51,52,50,54,50,58,54,54,50,56,48,52,54,52,51
1,1152006 18:00,138.5,43,52,47,49,48,47,50,50,43,50,49,46,46,53,42,51,46,50,46,53,48,46,45,47,42
1,1152006 19:00,151.2,37,46,43,44,45,47,48,46,43,45,47,45,45,52,40,47,41,49,43,49,48,45,39,43,40
1,1152006 20:00,156.4,42,46,41,42,45,46,47,43,41,41,43,43,43,52,38,48,37,48,39,48,44,45,37,40,39
1,1152006 21:00,160.8,41,45,38,42,41,44,45,41,41,41,39,39,41,51,34,45,37,48,37,47,44,45,36,39,38
1,1152006 22:00,156.4,40,41,34,37,41,39,44,41,41,37,36,37,41,51,34,43,34,48,37,47,44,41,34,37,37
1,1152006 23:00,147.7,39,41,33,36,41,39,44,39,37,39,38,37,37,51,32,45,34,48,36,45,43,37,32,34,36
1,1162006 0:00,139.8,38,39,32,36,37,39,44,39,36,36,35,36,36,52,32,43,30,48,36,44,41,37,32,32,35
1,1162006 1:00,134.1,37,39,30,35,37,39,44,37,34,34,34,36,37,52,32,43,30,47,32,43,42,36,32,32,33
1,1162006 2:00,134.3,35,39,29,31,39,40,43,36,34,34,34,34,36,52,30,44,28,49,32,43,43,36,32,32,33
1,1162006 3:00,136.8,35,39,29,30,41,43,42,37,34,34,32,34,36,53,30,44,30,49,32,42,43,36,30,33,35
1,1162006 4:00,140.6,34,37,28,31,41,44,42,37,34,34,32,32,34,54,30,46,30,50,32,42,39,36,30,31,32
1,1162006 5:00,147.4,33,37,27,34,41,44,43,36,34,36,31,32,36,54,30,45,28,49,30,43,43,34,30,31,33
1,1162006 6:00,163.1,33,39,25,32,41,44,43,37,34,37,29,30,36,54,30,46,28,49,30,42,48,36,30,31,34
1,1162006 7:00,184.5,32,37,27,34,41,45,43,36,34,37,30,30,36,54,28,45,30,50,30,43,49,34,30,31,34
1,1162006 8:00,174.7,32,45,30,37,43,48,47,39,34,41,33,34,39,57,34,48,36,52,36,46,52,41,34,35,38
1,1162006 9:00,156.6,32,52,33,45,50,52,51,45,39,48,43,45,45,60,47,52,45,57,39,53,54,50,43,44,45
1,1162006 10:00,137.4,43,59,40,49,55,57,57,54,46,54,50,54,52,62,52,58,48,59,50,58,56,55,50,52,52
1,1162006 11:00,123.5,48,63,44,54,61,60,61,58,54,57,53,55,55,64,54,61,52,63,54,60,58,59,55,56,56
1,1162006 12:00,114,53,64,50,56,63,62,62,63,54,61,56,57,59,66,57,65,55,65,55,64,56,61,59,58,59
1,1162006 13:00,106.6,55,64,53,57,66,62,64,63,54,63,58,61,61,65,58,67,57,65,57,65,57,64,61,60,60
1,1162006 14:00,104.4,57,70,54,58,68,62,65,64,54,63,59,63,63,64,60,68,59,64,59,66,58,64,63,62,62
1,1162006 15:00,102.9,58,70,55,59,68,61,65,64,54,64,60,63,63,62,61,66,58,64,59,66,58,64,63,63,62
1,1162006 16:00,102.9,58,70,53,59,66,58,63,64,52,63,59,63,63,61,60,65,58,61,57,64,58,64,63,61,62
1,1162006 17:00,110.2,58,63,53,58,63,55,59,60,46,59,55,59,59,58,53,62,57,58,57,60,55,61,57,58,57
1,1162006 18:00,131.4,55,57,51,58,59,52,57,55,46,52,54,52,56,56,48,58,54,57,50,58,53,59,50,52,49
1,1162006 19:00,146.5,52,54,49,56,57,51,54,54,45,50,50,48,53,56,46,58,52,57,48,56,51,55,48,51,48
1,1162006 20:00,150,51,54,48,54,59,51,52,54,46,50,49,54,50,56,44,55,48,55,52,56,52,54,48,49,50
1,1162006 21:00,147.5,50,52,46,53,55,49,52,52,46,48,49,55,50,57,44,54,46,55,52,55,51,54,48,45,51
1,1162006 22:00,141.6,49,52,45,51,55,49,52,50,46,48,48,54,45,57,45,54,43,54,54,54,50,54,45,50,49
1,1162006 23:00,131.6,48,48,45,49,55,49,50,52,46,52,50,48,46,56,42,53,43,54,52,54,48,48,43,46,47
1,1172006 0:00,120.4,48,48,46,50,55,50,50,50,46,50,47,46,46,57,46,54,41,54,52,54,48,48,41,50,42
1,1172006 1:00,113.2,47,45,44,48,55,47,52,50,46,52,46,46,43,57,47,54,43,54,50,53,48,50,43,47,43
1,1172006 2:00,111.2,46,45,44,51,54,46,50,50,45,52,44,46,45,59,47,54,46,54,50,53,47,48,46,49,44
1,1172006 3:00,112.5,46,48,45,51,54,48,50,48,45,50,45,46,45,59,48,55,48,54,48,53,47,46,46,49,45
1,1172006 4:00,114.1,45,48,44,51,54,48,46,48,45,50,45,48,45,60,49,56,52,54,52,53,46,48,46,50,45
1,1172006 5:00,119.2,45,48,42,50,55,50,47,50,45,52,46,50,45,59,50,57,46,54,52,54,50,48,45,50,46
1,1172006 6:00,132.9,44,52,43,50,55,49,48,54,43,50,45,52,46,59,49,57,48,54,48,55,52,46,48,51,47
1,1172006 7:00,152,44,54,43,51,55,48,52,54,43,52,45,52,46,61,49,61,48,54,48,56,50,54,48,50,49
1,1172006 8:00,147.2,44,57,43,51,57,55,55,55,45,54,46,52,48,64,50,62,48,58,48,57,54,55,52,52,51
1,1172006 9:00,131.2,44,59,45,50,59,61,59,55,46,54,47,54,54,67,51,62,48,69,48,59,59,59,52,53,53
1,1172006 10:00,120.3,51,63,46,50,61,65,64,55,46,55,48,54,54,69,51,64,48,69,48,62,62,61,54,53,54
1,1172006 11:00,114.5,55,67,47,51,63,67,67,59,46,57,48,55,55,71,52,66,50,70,50,64,65,62,55,53,57
1,1172006 12:00,110.3,58,72,48,53,64,71,67,61,46,59,51,56,55,71,54,67,52,71,50,66,66,63,55,54,57
1,1172006 13:00,107.2,60,72,49,54,64,69,67,61,48,61,53,57,55,70,53,66,52,69,52,66,66,64,55,55,58
1,1172006 14:00,106.7,61,72,49,55,64,67,64,63,50,61,54,58,55,70,54,67,54,64,52,65,63,64,57,55,58
1,1172006 15:00,107.3,62,66,50,58,68,65,64,63,50,61,55,59,55,65,55,68,54,66,52,65,63,64,57,56,58
1,1172006 16:00,112.1,62,66,50,58,68,62,64,63,50,61,55,61,59,66,55,67,55,65,54,67,61,64,57,57,59
1,1172006 17:00,124.1,62,64,50,58,68,62,65,64,52,63,54,61,61,65,56,68,55,64,54,66,61,64,59,58,60
1,1172006 18:00,139.1,60,64,50,58,68,62,64,66,52,64,54,61,61,67,57,68,54,66,54,66,61,64,59,59,61
1,1172006 19:00,143.4,58,66,50,58,70,62,66,68,54,66,54,61,61,67,58,67,55,66,54,67,62,64,61,59,61
1,1172006 20:00,137.5,59,66,51,57,68,62,65,66,54,66,54,61,61,67,58,67,55,66,54,67,61,64,61,59,63
1,1172006 21:00,131,59,68,50,57,68,63,66,64,54,66,54,61,61,68,58,66,55,66,54,67,62,64,66,61,64
1,1172006 22:00,119.9,59,70,50,57,66,63,66,64,54,66,54,61,64,68,57,68,55,66,55,67,63,64,66,65,64
1,1172006 23:00,106.9,62,72,51,55,64,63,64,64,54,64,54,61,66,68,61,69,55,67,55,67,63,64,64,65,64
1,1182006 0:00,94.3,64,72,51,55,64,64,65,64,54,64,54,59,66,68,63,68,54,66,55,67,63,64,64,65,64
1,1182006 1:00,85.3,62,72,51,54,66,64,66,64,54,64,54,59,66,67,63,68,54,66,55,66,63,64,64,64,64
1,1182006 2:00,82.3,59,72,47,54,64,63,65,64,54,64,54,59,66,66,63,67,54,66,55,66,64,64,64,64,64
1,1182006 3:00,81.3,55,72,44,53,64,64,64,64,50,66,53,58,66,66,63,67,54,65,54,66,64,64,64,64,64
1,1182006 4:00,80,55,72,47,54,66,63,64,64,52,66,53,58,66,66,62,67,54,64,54,67,64,64,63,64,64
1,1182006 5:00,82.2,55,72,47,54,63,64,64,64,52,64,52,57,66,68,60,67,48,63,54,66,63,64,61,62,63
1,1182006 6:00,91,55,72,48,53,61,62,63,61,53,64,50,55,66,66,59,66,52,65,48,66,64,64,57,61,63
1,1182006 7:00,110.5,55,72,47,52,59,61,62,59,53,64,50,55,63,67,58,65,52,64,48,66,64,64,59,58,63
1,1182006 8:00,111.8,55,72,50,52,58,64,64,57,54,64,52,55,64,66,56,65,54,64,54,66,64,66,59,60,63
1,1182006 9:00,105.1,57,72,52,54,58,66,67,55,54,66,54,57,63,67,56,65,54,67,57,67,66,66,59,59,64
1,1182006 10:00,104.2,57,73,55,55,57,67,69,55,54,66,56,57,64,68,55,62,55,67,61,69,67,69,59,59,66
1,1182006 11:00,102.6,57,77,55,58,61,69,72,59,55,64,59,61,63,69,55,61,59,68,61,68,65,72,61,58,64
1,1182006 12:00,102.9,59,77,58,60,61,69,71,61,55,61,61,61,61,70,55,59,63,68,61,63,68,70,61,57,62
1,1182006 13:00,101.8,59,73,57,64,59,70,67,59,59,63,60,63,61,70,58,60,66,66,62,60,66,66,61,58,64
1,1182006 14:00,101.6,60,77,58,70,59,71,64,59,59,63,63,64,63,70,59,62,68,67,62,61,62,66,64,58,64
1,1182006 15:00,101.4,60,73,57,68,59,72,62,59,55,63,64,64,63,69,60,60,66,63,62,62,64,66,61,59,63
1,1182006 16:00,102.4,60,72,57,64,59,71,62,57,54,61,64,64,63,67,60,60,66,61,62,62,62,64,61,60,60
1,1182006 17:00,106.7,59,72,56,62,59,67,61,57,54,61,63,63,63,64,59,59,64,60,63,60,62,63,59,60,59
1,1182006 18:00,123.7,60,66,54,61,57,65,60,55,54,59,61,62,61,60,58,58,64,60,63,58,61,61,59,59,58
1,1182006 19:00,133.4,57,66,53,60,57,63,59,55,54,57,61,60,61,60,57,57,63,60,61,58,62,61,57,57,58
1,1182006 20:00,130.3,57,64,53,61,57,62,58,55,54,57,59,59,61,60,58,58,59,59,61,57,63,61,57,57,58
1,1182006 21:00,125.7,55,64,53,60,57,59,58,55,54,57,58,57,61,60,58,57,57,58,61,57,63,61,57,58,57
1,1182006 22:00,119,52,64,52,58,57,58,57,55,54,57,60,59,61,60,56,57,52,58,61,56,62,61,57,58,58
1,1182006 23:00,107,54,64,52,57,57,58,57,54,54,57,58,55,61,59,54,56,52,57,61,56,61,61,55,57,58
1,1192006 0:00,94.2,55,64,52,55,57,59,56,54,54,59,57,55,61,59,55,55,52,57,61,56,60,61,57,57,59
1,1192006 1:00,85.1,56,64,51,54,57,59,57,55,54,57,56,55,61,58,56,54,50,56,59,55,60,61,55,58,59
1,1192006 2:00,81.5,57,64,52,53,57,59,58,55,54,57,53,54,61,59,56,55,48,57,57,55,60,61,57,58,59
1,1192006 3:00,81.4,55,64,49,52,59,60,59,59,54,57,53,53,59,59,57,57,46,57,57,55,60,61,59,58,59
1,1192006 4:00,81.5,50,64,50,51,59,60,60,59,53,56,53,52,57,59,53,58,46,58,57,58,60,61,57,57,59
1,1192006 5:00,84.7,48,64,50,49,59,60,61,59,52,56,51,52,57,59,54,57,43,59,57,58,60,61,57,53,58
1,1192006 6:00,96.1,45,64,50,47,59,59,60,59,52,56,49,50,55,60,54,57,43,60,57,58,60,61,57,52,56
1,1192006 7:00,115.8,49,63,50,47,59,59,60,59,50,55,48,48,52,60,53,58,41,61,55,58,60,59,54,51,55
1,1192006 8:00,119.1,54,64,49,52,59,60,61,61,52,59,53,54,57,60,56,60,46,62,57,60,61,61,57,53,57
1,1192006 9:00,110.6,61,67,52,57,63,62,64,63,54,63,60,61,63,60,61,64,59,63,61,64,62,64,64,60,61
1,1192006 10:00,105.6,55,69,55,63,66,64,67,64,57,68,63,64,66,63,64,67,63,65,63,66,63,66,66,65,64
1,1192006 11:00,103.3,66,72,59,66,68,66,68,68,59,70,65,66,68,62,66,69,66,67,66,69,65,67,70,67,67
1,1192006 12:00,101.5,70,73,63,69,68,67,70,70,61,72,67,70,70,65,68,72,70,69,70,71,66,68,72,69,69
1,1192006 13:00,99.3,62,77,65,70,69,70,71,70,64,73,70,72,70,65,69,73,72,70,72,72,68,69,73,70,70
1,1192006 14:00,100.2,63,77,68,73,69,71,72,70,66,73,72,73,70,66,70,74,73,71,72,73,68,69,73,73,71
1,1192006 15:00,100.5,64,77,70,74,69,70,72,70,65,73,72,73,70,66,71,73,73,71,73,73,69,70,73,72,72
1,1192006 16:00,100.8,64,77,70,73,69,69,72,70,64,72,72,73,70,65,70,72,75,70,73,72,69,71,73,72,71
1,1192006 17:00,103.1,70,71,67,67,70,62,68,70,64,68,68,72,70,61,63,70,72,67,70,68,66,72,70,68,68
1,1192006 18:00,118.7,64,64,61,65,63,60,62,66,64,66,66,63,65,58,59,66,61,63,63,62,61,64,61,62,58
1,1192006 19:00,128.8,54,63,58,62,59,58,57,59,63,61,59,61,61,57,56,61,57,62,61,57,59,61,57,59,57
1,1192006 20:00,127.1,54,63,54,62,57,58,58,55,61,57,59,57,61,57,56,59,54,61,55,54,57,55,57,57,54
1,1192006 21:00,123.1,50,63,48,60,57,59,58,54,59,57,60,55,61,60,54,57,52,61,54,54,56,55,55,54,57
1,1192006 22:00,117.1,50,59,46,56,55,58,57,54,51,55,58,55,59,60,55,54,48,61,55,55,56,54,54,55,52
1,1192006 23:00,107.7,49,59,46,52,54,57,56,55,49,55,53,54,59,62,53,54,48,59,54,56,59,55,54,54,51
